Animal testing is cruel and inhumane,"Animals do not have rights, therefore it is acceptable to experiment on them",Churches should be taxed like corporations,Criminals should not have the right to vote,Do you believe in Astrology?,Do you believe intelligent alien civilizations in the universe do exist?,Do you consume alcoholic beverages?,Do you eat meat?,Do you have a car?,Do you play Pokemon Go?,Do you smoke?,Do you think global warming is mainly caused by human activity?,Do you think marijuana consumption should be legalized?,Do you use online dating?,Have you watched Game Of Thrones?,How did you meet your significant other?,How do you squeeze your toothpaste?,"If there were US elections tomorrow, which party would you support?",Obesity is a disease,"Playing violent video games causes more aggression, bullying, and fighting",Should public alcohol consumption be legal?,What flavor of potato chips do you prefer?,What is your gender?,What is your highest achieved education level?,What is your preferred music genre?,What is your preferred style of eggs?,What kind of breakfast drink do you prefer?,What kind of phone do you have?,Which category below includes your age?,Which kind of vacation do you prefer?,Which seat do you prefer on a flight?,Would you rather drive an electric car or a gas-powered car?
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Republicans,Neither agree nor disagree,Disagree,Yes,Barbecue,Male,Associate's degree,Hip-Hop / Rap,Poached,Juice,Android,25-34,Cities,Window,Electric
Agree,Disagree,Disagree,Disagree,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,At work,I squeeze it from anywhere.,Democrats,Agree,Agree,No,Sea Salt & Vinegar,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Tea,iPhone,25-34,Beach,Aisle,Electric
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Republicans,Disagree,Disagree,Yes,Cheddar And Sour Cream,Male,Bachelor's degree,Other (please specify),Sunny Side up,Juice,Android,25-34,Mountains,Window,Gas
Disagree,Disagree,Disagree,Agree,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,At work,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,No,Original / Plain,Female,Bachelor's degree,Classical,Boiled,Tea,Android,35-44,Beach,Middle,Electric
Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Family,I squeeze it from the top.,Republicans,Neither agree nor disagree,Neither agree nor disagree,No,Sea Salt & Vinegar,Female,Bachelor's degree,Electronic,Boiled,Coffee,Android,35-44,Beach,Middle,Electric
Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Through friends,I squeeze it from the middle.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Sour Cream and Onion,Male,Bachelor's degree,Rock,Scrambled,Water,Android,25-34,Mountains,Middle,Electric
Disagree,Agree,Disagree,Agree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Barbecue,Male,Master's degree,Hip-Hop / Rap,Scrambled,Coffee,I don't have a phone,25-34,Beach,Middle,Gas
Agree,Disagree,Neither agree nor disagree,Agree,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from the middle.,Republicans,Agree,Neither agree nor disagree,No,Cheddar And Sour Cream,Female,High School graduate,Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,iPhone,35-44,Beach,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,At a bar / nightclub,I squeeze it from anywhere.,Democrats,Agree,Agree,No,Jalapeno,Female,Associate's degree,Other (please specify),Boiled,Coffee,iPhone,65+,Beach,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Through Sports, Religion, Or Hobbies",I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Barbecue,Male,Bachelor's degree,Rock,Boiled,Juice,iPhone,18-24,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,At work,I squeeze it from anywhere.,Democrats,Agree,Agree,No,Cheddar And Sour Cream,Female,High School graduate,Pop,Sunny Side up,Coffee,Android,18-24,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,At a bar / nightclub,I squeeze it from the middle.,Republicans,Agree,Disagree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,iPhone,18-24,Cities,Window,Gas
Agree,Disagree,Disagree,Agree,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,"Through Sports, Religion, Or Hobbies",I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Agree,No,Cheddar And Sour Cream,Female,Master's degree,Rock,Scrambled,Juice,Android,25-34,Beach,Window,Gas
Neither agree nor disagree,Disagree,Agree,Disagree,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,At work,I squeeze it from the middle.,Democrats,Agree,Disagree,Yes,Original / Plain,Female,Master's degree,Pop,Scrambled,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Agree,Disagree,Disagree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,"Through Sports, Religion, Or Hobbies",I squeeze it from the middle.,Republicans,Disagree,Disagree,Yes,Original / Plain,Male,Master's degree,Hip-Hop / Rap,Poached,Juice,Android,25-34,Cities,Aisle,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze it from anywhere.,Democrats,Agree,Disagree,Yes,Sour Cream and Onion,Female,Bachelor's degree,Classical,Sunny Side up,Tea,iPhone,18-24,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,At work,I squeeze it from the middle.,Democrats,Disagree,Agree,No,Sea Salt & Vinegar,Female,High School graduate,Other (please specify),Boiled,Coffee,Android,35-44,Beach,Window,Electric
Disagree,Neither agree nor disagree,Agree,Disagree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,At a bar / nightclub,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,Yes,Sea Salt & Vinegar,Male,Bachelor's degree,Hip-Hop / Rap,Boiled,Juice,Android,25-34,Beach,Middle,Electric
Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from the top.,Democrats,Neither agree nor disagree,Disagree,Yes,Sea Salt & Vinegar,Female,Associate's degree,Rock,Sunny Side up,Other (please specify),Android,18-24,Beach,Window,Gas
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,No,Yes,No,No,No,No,No,No,Family,I squeeze it from the middle.,Republicans,Neither agree nor disagree,Neither agree nor disagree,No,Sour Cream and Onion,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,Android,65+,Beach,Middle,Gas
Agree,Disagree,Agree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Neither agree nor disagree,Yes,Sour Cream and Onion,Female,Bachelor's degree,Rock,Poached,Coffee,iPhone,25-34,Beach,Window,Electric
Agree,Disagree,Neither agree nor disagree,Agree,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Agree,Agree,No,Sea Salt & Vinegar,Female,High School graduate,Pop,Over Easy/Over Medium/Over Hard,Juice,iPhone,18-24,Mountains,Window,Gas
Disagree,Neither agree nor disagree,Agree,Disagree,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,Yes,Cheese,Male,High School graduate,Other (please specify),Scrambled,Tea,Android,35-44,Beach,Window,Electric
Agree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,I havent' met him/her yet.,I squeeze it from anywhere.,Republicans,Neither agree nor disagree,Disagree,No,Sour Cream and Onion,Female,Associate's degree,Other (please specify),Scrambled,Coffee,Android,25-34,Beach,Window,Gas
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Cheddar And Sour Cream,Male,High School graduate,Other (please specify),Over Easy/Over Medium/Over Hard,Juice,Android,35-44,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze it from anywhere.,Republicans,Disagree,Agree,No,Cheddar And Sour Cream,Female,Bachelor's degree,Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,iPhone,25-34,Mountains,Middle,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze it from the top.,Democrats,Neither agree nor disagree,Agree,No,Original / Plain,Female,Master's degree,Hip-Hop / Rap,Sunny Side up,Coffee,iPhone,25-34,Cities,Aisle,Electric
Agree,Disagree,Agree,Agree,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,At work,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Cheese,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Water,Android,25-34,Mountains,Middle,Electric
Agree,Neither agree nor disagree,Disagree,Disagree,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Barbecue,Female,Bachelor's degree,Hip-Hop / Rap,Poached,Juice,iPhone,35-44,Beach,Window,Electric
Agree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Dating App or Dating service,I squeeze it from the middle.,Republicans,Disagree,Agree,Yes,Cheddar And Sour Cream,Male,Bachelor's degree,Classical,Poached,Tea,Other (please specify),45-54,Mountains,Window,Electric
Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Original / Plain,Female,Bachelor's degree,Rock,Scrambled,Coffee,Android,25-34,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,At work,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Cheddar And Sour Cream,Male,Bachelor's degree,Country / Folk,Sunny Side up,Juice,Android,35-44,Mountains,Aisle,Electric
Disagree,Agree,Disagree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Disagree,No,Jalapeno,Male,"Doctoral degree (PhD, MD, JD or other professional degree)",Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Mountains,Window,Gas
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Other (please specify),I squeeze it from anywhere.,Republicans,Neither agree nor disagree,Disagree,Yes,Jalapeno,Female,Associate's degree,Hip-Hop / Rap,Scrambled,Coffee,Android,35-44,Beach,Window,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze it from the top.,Democrats,Neither agree nor disagree,Agree,No,Sea Salt & Vinegar,Female,Other (please specify),Rock,Scrambled,Coffee,Android,45-54,Beach,Aisle,Electric
Agree,Disagree,Neither agree nor disagree,Disagree,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Dating App or Dating service,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Boiled,Coffee,iPhone,35-44,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Family,I squeeze it from the middle.,Democrats,Agree,Agree,No,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Sunny Side up,Coffee,iPhone,25-34,Mountains,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,At a bar / nightclub,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Cheddar And Sour Cream,Female,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Milk,Android,35-44,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,School,I squeeze it from the middle.,Democrats,Agree,Disagree,No,Sour Cream and Onion,Female,Bachelor's degree,Rock,Scrambled,Water,Android,18-24,Cities,Window,Electric
Agree,Disagree,Disagree,Agree,No,No,No,Yes,Yes,No,No,No,No,No,No,School,I squeeze it from anywhere.,Republicans,Disagree,Agree,Yes,Barbecue,Female,Bachelor's degree,Classical,Scrambled,Water,iPhone,25-34,Mountains,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Agree,Yes,Original / Plain,Female,Master's degree,Hip-Hop / Rap,Sunny Side up,Coffee,iPhone,25-34,Beach,Window,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Dating App or Dating service,I squeeze it from the middle.,Republicans,Agree,Agree,Yes,Sour Cream and Onion,Female,Associate's degree,Country / Folk,Poached,Coffee,iPhone,25-34,Beach,Window,Gas
Disagree,Agree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,No,No,No,No,School,I squeeze it from the middle.,Republicans,Agree,Agree,No,Sea Salt & Vinegar,Female,Bachelor's degree,Country / Folk,Scrambled,Coffee,iPhone,25-34,Mountains,Aisle,Gas
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Dating App or Dating service,I squeeze it from anywhere.,Republicans,Agree,Disagree,Yes,Barbecue,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,25-34,Beach,Aisle,Electric
Agree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Dating App or Dating service,I squeeze it from anywhere.,Democrats,Disagree,Neither agree nor disagree,No,Original / Plain,Female,Bachelor's degree,Pop,Sunny Side up,Coffee,Android,35-44,Beach,Aisle,Gas
Neither agree nor disagree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Family,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Agree,No,Sour Cream and Onion,Female,Bachelor's degree,Pop,I don't eat eggs,Coffee,iPhone,55-64,Beach,Window,Gas
Agree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Other (please specify),I squeeze it from anywhere.,Republicans,Agree,Neither agree nor disagree,Yes,Cheese,Male,Bachelor's degree,Electronic,Scrambled,Juice,Android,25-34,Cities,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,School,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,No,Original / Plain,Female,Associate's degree,Country / Folk,Sunny Side up,Juice,iPhone,18-24,Beach,Aisle,Gas
Agree,Disagree,Agree,Agree,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,At work,I squeeze it from the middle.,Republicans,Disagree,Agree,No,Original / Plain,Female,High School graduate,Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,55-64,Beach,Window,Electric
Agree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Cheddar And Sour Cream,Female,High School graduate,Rock,Over Easy/Over Medium/Over Hard,Coffee,iPhone,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Neither agree nor disagree,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Disagree,Agree,No,Cheese,Female,Associate's degree,Other (please specify),Sunny Side up,Coffee,iPhone,25-34,Cities,Window,Electric
Disagree,Disagree,Disagree,Agree,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Family,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Agree,No,Sour Cream and Onion,Female,High School graduate,Country / Folk,Sunny Side up,Coffee,Android,55-64,Beach,Aisle,Gas
Neither agree nor disagree,Disagree,Disagree,Agree,No,No,No,Yes,Yes,No,No,No,No,No,No,School,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Agree,No,Barbecue,Female,Bachelor's degree,Classical,Over Easy/Over Medium/Over Hard,Coffee,iPhone,25-34,Beach,Window,Gas
Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Agree,No,Barbecue,Female,High School graduate,Pop,Sunny Side up,Juice,iPhone,25-34,Mountains,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Neither agree nor disagree,No,None / I don't eat chips,Male,Master's degree,Electronic,Over Easy/Over Medium/Over Hard,Water,iPhone,45-54,Cities,Aisle,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,No,Cheddar And Sour Cream,Male,High School graduate,Rock,Poached,Coffee,Android,35-44,Cities,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,Yes,Original / Plain,Male,Associate's degree,Electronic,Scrambled,Juice,iPhone,25-34,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Disagree,No,Sea Salt & Vinegar,Male,High School graduate,Hip-Hop / Rap,Poached,Juice,iPhone,18-24,Beach,Window,Gas
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Family,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Sour Cream and Onion,Female,Bachelor's degree,Pop,Over Easy/Over Medium/Over Hard,Coffee,iPhone,25-34,Beach,Window,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Agree,Disagree,Yes,Original / Plain,Male,High School graduate,Rock,Scrambled,Coffee,Android,35-44,Cities,Aisle,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,At a bar / nightclub,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Disagree,No,Jalapeno,Female,Associate's degree,Hip-Hop / Rap,Scrambled,Coffee,Android,25-34,Beach,Window,Gas
Agree,Disagree,Neither agree nor disagree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,School,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,No,Cheddar And Sour Cream,Female,Other (please specify),Country / Folk,Sunny Side up,Coffee,iPhone,25-34,Mountains,Aisle,Gas
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,School,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Cheddar And Sour Cream,Female,Master's degree,Pop,Scrambled,Coffee,iPhone,45-54,Beach,Window,Electric
Agree,Disagree,Neither agree nor disagree,Agree,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,Yes,Barbecue,Female,Master's degree,Hip-Hop / Rap,Scrambled,Milk,Android,35-44,Mountains,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,High School graduate,Pop,Sunny Side up,Water,Android,18-24,Mountains,Aisle,Electric
Agree,Disagree,Disagree,Agree,No,Yes,No,Yes,Yes,No,No,No,No,No,No,I havent' met him/her yet.,I squeeze it from the top.,Republicans,Agree,Agree,No,Original / Plain,Female,Master's degree,Rock,Over Easy/Over Medium/Over Hard,Tea,iPhone,35-44,Beach,Aisle,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Family,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Cheddar And Sour Cream,Female,Other (please specify),Other (please specify),Scrambled,Tea,Android,55-64,Beach,Aisle,Electric
Disagree,Neither agree nor disagree,Agree,Agree,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,School,I squeeze it from the top.,Republicans,Disagree,Disagree,No,Barbecue,Male,High School graduate,Country / Folk,Scrambled,Water,Android,35-44,Mountains,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,At work,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,Yes,Original / Plain,Male,Associate's degree,Hip-Hop / Rap,Over Easy/Over Medium/Over Hard,Tea,iPhone,35-44,Beach,Aisle,Electric
Disagree,Disagree,Neither agree nor disagree,Disagree,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,Yes,Sour Cream and Onion,Female,Master's degree,Rock,Sunny Side up,Coffee,Other (please specify),55-64,Mountains,Window,Gas
Agree,Disagree,Agree,Neither agree nor disagree,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Sea Salt & Vinegar,Female,Bachelor's degree,Pop,Sunny Side up,Coffee,Android,18-24,Beach,Window,Electric
